video_id,sen_id,caption
video2645,55713,guy taking interview of hot gilrs
video2646,72614,random pictures display on screen while jesse mccartney plays in the background
video2647,131550,a man in glasses rolls in on a chair in front of his computer
video2648,2418,the village people preform
video2649,57374,looking at an engine while a man tells that there is a welded on nut to be removed
video265,47110,people working on products in different locations while man talks about technology and education
video2650,7787,a green monster with dope hair pulls out a lollipop
video2651,70750,a man is riding a bike and singing a song
video2652,41832,a person is playing video game
video2653,74299,animated cartoon of bugs bunny
video2654,64639,basic animation of small toy figures
video2655,88452,people are gathered at the table
video2656,29844,a woman cuts bread into shapes and arranges on plate
video2657,12861,a cartoon character singing
video2658,68274,girl opening new toy
video2659,56681,a man is reporting news
video266,107845,runners from thailand hug each other because of victory
video2660,30706,a man is wearing a star wars costume
video2661,125983,a man wearing black coat explaining about cold war
video2662,50990,two mean are talking
video2663,62206,a man is boiling potatoes
video2664,107686,this is a video about a guy hitting a ping pong ball he seems satisfied
video2665,109786,man with clear eyeglasses is talking to another man in brown shirt and tie
video2666,89310,a peron waiting in airport
video2667,107732,a girl rides a bike with no hands along a beach
video2668,108579,some scenes of mountains and trees are shown
video2669,51654,someone s hands are handling squares sheets of paper
video267,1041,a cartoon mother is speaking to cartoon children
video2670,60494,a video about cutting an access pipe
video2671,48742,a scene from a war movie
video2672,11167,a man narrates information about a board game
video2673,20477,woman on stage singing to a crowd
video2674,58453,gameplay footage of someone playing a game
video2675,101000,the soldiers are standing in the war and get ready to prepare the fight
video2676,137156,a waterfall cascades down into a steep valley in the mountains
video2677,87830,an up and coming actress is showcased with movie titles and clips of her work
video2678,84656,girl talking to her mom
video2679,42390,a woman lying on a bed while she s texting on her phone
video268,76244,a man in a bear hat comments on a video game
video2680,110910,a blonde woman in a room with white walls and a door made out of wood is describing her hairstyle
video2681,53678,about fighting of two deers
video2682,9654,someone is playing minecraft
video2683,101876,a woman scurries about from shop to shop in busy streetfront atmosphere
video2684,28702,children are watching a trailer for a movie
video2685,92100,a compilation of a few different soccer games
video2686,137055,a girl wearing a green shirt sings while boys follow her as she moves through a building
video2687,15817,two little boys prompted by hosts exhibit the results of a science experiment
video2688,38835,people playing a video game
video2689,59038,old scholar giving a speech
video269,38582,a mortal combat video game fight scene
video2690,69082,a girl is singing for judges
video2691,2982,a man is in a dressing shop
video2692,32804,a large group of teenagers have a dance party at a drive-in movie theater
video2693,30170,a woman is playing the piano
video2694,4826,two girls in the kitchen cooking with a baby
video2695,132859,three people are broadcasting together in a radio station studio
video2696,7418,some animated egg s are sitting on a wall and dancing
video2697,77594,a white car is being raced down a track
video2698,39516,two women talking on the camera
video2699,126447,this video is about ten pieces of avengers trivia
video27,20429,a man is singing during a tv show
video270,133792,two men are sitting in the studio and discussing
video2700,42444,a girl speaks about her family s experiences fleeing from war
video2701,110405,woman in pink shirt picking yellow flowers as an ad for the nepal tourism year 2011
video2702,4429,people are practicing fielding baseballs
video2703,87394,men in hockey uniforms are embracing and then playing hockey
video2704,99265,two women dig up minerals in a giant pile using shovels and wheelbarrows their children also help them
video2705,113454,group of people are sitting and hearing the news on tv
video2706,44951,male singing a song with pics showing in background
video2707,19620,a band is performing in a crowd of people
video2708,87221,a man discussing men expressing feelings
